BDID	EGID	TAXID	SYMBOL	DESCRIPTION	HOMOLOGENE
1437556_at	80892	10090	Zfhx4	zinc finger homeodomain 4	23477
1447053_x_at	67437	10090	Ssr3	signal sequence receptor, gamma	5154
1415800_at	14609	10090	Gja1	gap junction protein, alpha 1	136
1455323_at	57782	10090	Rbak	RB-associated KRAB zinc finger	23287
1423975_s_at	101706	10090	Numa1	nuclear mitotic apparatus protein 1	38150
1453377_at	72281	10090	Sh2d4a	SH2 domain containing 4A	11117
1427172_at	237222	10090	Ofd1	OFD1, centriole and centriolar satellite protein	2677
1423724_at	52696	10090	Zwint	ZW10 interactor	48496
1423081_a_at	67952	10090	Tomm20	translocase of outer mitochondrial membrane 20 homolog (yeast)	44649
1449660_s_at	23790	10090	Coro1c	coronin, actin binding protein 1C	56537
1415929_at	67443	10090	Map1lc3b	microtubule-associated protein 1 light chain 3 beta	69359
1416214_at	17217	10090	Mcm4	minichromosome maintenance complex component 4	40496
1456610_at	216850	10090	Kdm6b	KDM1 lysine (K)-specific demethylase 6B	18945
1434184_s_at	26921	10090	Map4k4	mitogen-activated protein kinase kinase kinase kinase 4	7442
1439012_a_at	13178	10090	Dck	deoxycytidine kinase	616
1448835_at	50496	10090	E2f6	E2F transcription factor 6	1473
1416152_a_at	20383	10090	Srsf3	serine/arginine-rich splicing factor 3	55708
1421890_at	20444	10090	St3gal2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	5047
1424153_s_at	99377	10090	Sall4	sal-like 4 (Drosophila)	10716
1417343_at	59095	10090	Fxyd6	FXYD domain-containing ion transport regulator 6	11090
1456754_at	78287	10090	Rbsn	rabenosyn, RAB effector	41477
1452220_at	330662	10090	Dock1	dedicator of cytokinesis 1	55575
1437143_a_at	72736	10090	Tmx1	thioredoxin-related transmembrane protein 1	12482
1416679_at	19299	10090	Abcd3	ATP-binding cassette, sub-family D (ALD), member 3	2140
1439036_a_at	11931	10090	Atp1b1	ATPase, Na+/K+ transporting, beta 1 polypeptide	37509
1433736_at	15161	10090	Hcfc1	host cell factor C1	3898
1422806_x_at	71777	10090	Ing3	inhibitor of growth family, member 3	6804
1418728_at	20845	10090	Star	steroidogenic acute regulatory protein	297
1452607_at	67048	10090	Vma21	VMA21 vacuolar H+-ATPase homolog (S. cerevisiae)	134430
1434174_at	80289	10090	Lysmd3	LysM, putative peptidoglycan-binding, domain containing 3	12722
1418294_at	54357	10090	Epb41l4b	erythrocyte membrane protein band 4.1 like 4b	69270
1415703_at	59026	10090	Huwe1	HECT, UBA and WWE domain containing 1	45994
1456626_a_at	66118	10090	Sarnp	SAP domain containing ribonucleoprotein	41628
1430019_a_at	545091	10090	Hnrnpa1l2-ps2	heterogeneous nuclear ribonucleoprotein A1-like 2, pseudogene 2	134075
1430019_a_at	434858	10090	Gm5643	heterogeneous nuclear ribonucleoprotein A1 pseudogene	-
1430019_a_at	654467	10090	Gm10052	heterogeneous nuclear ribonucleoprotein A1 pseudogene	-
1430019_a_at	15382	10090	Hnrnpa1	heterogeneous nuclear ribonucleoprotein A1	134628
1416044_at	14248	10090	Flii	flightless I actin binding protein	11092
1433696_at	52009	10090	Jpt2	Jupiter microtubule associated homolog 2	16934
1441899_x_at	12032	10090	Bcan	brevican	7244
1446737_a_at	320191	10090	Hook3	hook microtubule tethering protein 3	13022
1434528_at	239435	10090	Aard	alanine and arginine rich domain containing protein	17041
1436034_at	216543	10090	Cep68	centrosomal protein 68	65235
1417336_a_at	27359	10090	Sytl4	synaptotagmin-like 4	8454
1436954_at	215280	10090	Wipf1	WAS/WASL interacting protein family, member 1	86891
1418563_at	66870	10090	Serbp1	serpine1 mRNA binding protein 1	134277
1429065_at	67454	10090	Ikbip	IKBKB interacting protein	12138
1434342_at	20203	10090	S100b	S100 protein, beta polypeptide, neural	4567
1433668_at	108767	10090	Pnrc1	proline-rich nuclear receptor coactivator 1	4960
1420688_a_at	20392	10090	Sgce	sarcoglycan, epsilon	31205
1416083_at	22682	10090	Zfand5	zinc finger, AN1-type domain 5	21215
1428409_at	72117	10090	Naa50	N(alpha)-acetyltransferase 50, NatE catalytic subunit	11851
1437070_at	218294	10090	Cdc14b	CDC14 cell division cycle 14B	104197
1419754_at	17918	10090	Myo5a	myosin VA	20100
1423645_a_at	13207	10090	Ddx5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5	6797
1449217_at	26885	10090	Casp8ap2	caspase 8 associated protein 2	8066
1424820_a_at	65113	10090	Ndfip1	Nedd4 family interacting protein 1	12730
1434511_at	102093	10090	Phkb	phosphorylase kinase beta	247
1426062_a_at	12369	10090	Casp7	caspase 7	11168
1456664_x_at	98758	10090	Hnrnpf	heterogeneous nuclear ribonucleoprotein F	21032
1454890_at	27494	10090	Amot	angiomotin	15778
1456076_at	246700	10090	Defb19	defensin beta 19	17045
1420922_at	22284	10090	Usp9x	ubiquitin specific peptidase 9, X chromosome	3418
1452183_a_at	17263	10090	Meg3	maternally expressed 3	-
1443832_s_at	20324	10090	Cavin2	caveolae associated 2	3422
1424407_s_at	494448	10090	Cbx6	chromobox 6	8619
1460545_at	230753	10090	Thrap3	thyroid hormone receptor associated protein 3	31289
1436900_x_at	230514	10090	Leprot	leptin receptor overlapping transcript	10582
1439432_x_at	56397	10090	Morf4l2	mortality factor 4 like 2	22710
1422528_a_at	12192	10090	Zfp36l1	zinc finger protein 36, C3H type-like 1	31276
1416710_at	67564	10090	Tmem35a	transmembrane protein 35A	11008
1427005_at	20620	10090	Plk2	polo-like kinase 2	21317
1416788_a_at	15929	10090	Idh3g	isocitrate dehydrogenase 3 (NAD+), gamma	55803
1456541_x_at	108888	10090	Atad3a	ATPase family, AAA domain containing 3A	10059
1447693_s_at	18007	10090	Neo1	neogenin	1870
1429234_s_at	52398	10090	Sept11	septin 11	56800
1417558_at	14360	10090	Fyn	Fyn proto-oncogene	48068
1436917_s_at	67839	10090	Gpsm1	G-protein signalling modulator 1 (AGS3-like, C. elegans)	16987
1416312_at	104458	10090	Rars	arginyl-tRNA synthetase	68281
1453055_at	214968	10090	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	16195
1418626_a_at	12759	10090	Clu	clusterin	1382
1417533_a_at	16419	10090	Itgb5	integrin beta 5	20511
1420965_a_at	13803	10090	Enc1	ectodermal-neural cortex 1	2694
1425051_at	66307	10090	Isoc1	isochorismatase domain containing 1	9361
1418579_at	26370	10090	Cetn2	centrin 2	55798
1422644_at	50795	10090	Sh3bgr	SH3-binding domain glutamic acid-rich protein	56376
1452850_s_at	52592	10090	Brms1l	breast cancer metastasis-suppressor 1-like	9123
1426239_s_at	216869	10090	Arrb2	arrestin, beta 2	3183
1438992_x_at	11911	10090	Atf4	activating transcription factor 4	1266
1426572_at	107029	10090	Me2	malic enzyme 2, NAD(+)-dependent, mitochondrial	37615
1438062_at	233532	10090	Rsf1	remodeling and spacing factor 1	41142
1455080_at	228852	10090	Ppp1r16b	protein phosphatase 1, regulatory (inhibitor) subunit 16B	9194
1416693_at	14234	10090	Foxc2	forkhead box C2	21091
1438214_at	83925	10090	Trps1	transcriptional repressor GATA binding 1	8556
1442025_a_at	-	-	-	-	-
1451042_a_at	67014	10090	Riox2	ribosomal oxygenase 2	12071
1416703_at	26416	10090	Mapk14	mitogen-activated protein kinase 14	31777
1451077_at	100503670	10090	Rpl5	ribosomal protein L5	110649
1451077_at	668936	10090	Rpl5-ps2	ribisomal protein L5, pseudogene 2	138654
1435240_at	407823	10090	Baz2b	bromodomain adjacent to zinc finger domain, 2B	8394
1425745_a_at	57752	10090	Tacc2	transforming, acidic coiled-coil containing protein 2	5087
1448666_s_at	57259	10090	Tob2	transducer of ERBB2, 2	9447
1421062_s_at	12757	10090	Clta	clathrin, light polypeptide (Lca)	1384
1460315_s_at	56480	10090	Tbk1	TANK-binding kinase 1	22742
1460741_x_at	224647	10090	D17Wsu92e	DNA segment, Chr 17, Wayne State University 92, expressed	32575
1429337_at	72477	10090	Tmem87b	transmembrane protein 87B	69513
1416983_s_at	56458	10090	Foxo1	forkhead box O1	1527
1425310_a_at	140709	10090	Col26a1	collagen, type XXVI, alpha 1	136636
1451461_a_at	11676	10090	Aldoc	aldolase C, fructose-bisphosphate	21073
1424650_at	72599	10090	Pdia5	protein disulfide isomerase associated 5	4957
1418299_at	26757	10090	Dpysl4	dihydropyrimidinase-like 4	4691
1423096_at	12339	10090	Capn7	calpain 7	7651
1424201_a_at	72124	10090	Seh1l	SEH1-like (S. cerevisiae	68701
1416364_at	15516	10090	Hsp90ab1	heat shock protein 90 alpha (cytosolic), class B member 1	74306
1438991_x_at	51792	10090	Ppp2r1a	protein phosphatase 2, regulatory subunit A, alpha	68559
1429328_at	386649	10090	Nsfl1c	NSFL1 (p97) cofactor (p47)	41114
1429276_at	320429	10090	Trank1	tetratricopeptide repeat and ankyrin repeat containing 1	45845
1434002_at	71375	10090	Foxn3	forkhead box N3	135955
1417760_at	11614	10090	Nr0b1	nuclear receptor subfamily 0, group B, member 1	403
1451666_at	104112	10090	Acly	ATP citrate lyase	854
1460671_at	14775	10090	Gpx1	glutathione peroxidase 1	20155
1452762_at	207181	10090	Rbms3	RNA binding motif, single stranded interacting protein	49388
1428213_at	67872	10090	Nsmce4a	NSE4 homolog A, SMC5-SMC6 complex component	9745
1439764_s_at	319765	10090	Igf2bp2	insulin-like growth factor 2 mRNA binding protein 2	4774
1460167_at	110695	10090	Aldh7a1	aldehyde dehydrogenase family 7, member A1	913
1451980_at	213819	10090	Casd1	CAS1 domain containing 1	11287
1415971_at	17118	10090	Marcks	myristoylated alanine rich protein kinase C substrate	-
1433993_at	233103	10090	4931406P16Rik	RIKEN cDNA 4931406P16 gene	8795
1416292_at	11757	10090	Prdx3	peroxiredoxin 3	4944
1427535_s_at	98733	10090	Obsl1	obscurin-like 1	-
1433504_at	110078	10090	Pygb	brain glycogen phosphorylase	100930
1417823_at	26912	10090	Gcat	glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase)	8475
1417823_at	14429	10090	Galr3	galanin receptor 3	20798
1416155_at	15354	10090	Hmgb3	high mobility group box 3	134266
1433928_a_at	22121	10090	Rpl13a	ribosomal protein L13A	111053
1428224_at	50926	10090	Hnrnpdl	heterogeneous nuclear ribonucleoprotein D-like	75314
1428100_at	110809	10090	Srsf1	serine/arginine-rich splicing factor 1	31411
1428194_at	22284	10090	Usp9x	ubiquitin specific peptidase 9, X chromosome	3418
1433866_x_at	18477	10090	Prdx1	peroxiredoxin 1	99789
1433866_x_at	100862012	10090	Gm21399	peroxiredoxin pseudogene 2	-
1442003_at	54004	10090	Diaph2	diaphanous related formin 2	138404
1423189_at	101314	10090	Brk1	BRICK1, SCAR/WAVE actin-nucleating complex subunit	10210
1426707_at	259279	10090	Tubgcp3	tubulin, gamma complex associated protein 3	4609
1437405_a_at	16010	10090	Igfbp4	insulin-like growth factor binding protein 4	1192
1448129_at	67771	10090	Arpc5	actin related protein 2/3 complex, subunit 5	4176
1456381_x_at	17210	10090	Mcl1	myeloid cell leukemia sequence 1	7413
1428389_s_at	72515	10090	Wdr43	WD repeat domain 43	38810
1438055_at	109222	10090	Rarres1	retinoic acid receptor responder (tazarotene induced) 1	2166
1422880_at	19027	10090	Sypl	synaptophysin-like protein	4915
1433521_at	433667	10090	Ankrd13c	ankyrin repeat domain 13c	41804
1434500_at	117160	10090	Ttyh2	tweety family member 2	41882
1448391_at	56382	10090	Rab9	RAB9, member RAS oncogene family	20900
1454846_at	105372	10090	Utp15	UTP15 small subunit processome component	6629
1433934_at	77371	10090	Sec24a	Sec24 related gene family, member A (S. cerevisiae)	70131
1430776_s_at	70615	10090	Ankrd24	ankyrin repeat domain 24	49885
1425480_at	231464	10090	Cnot6l	CCR4-NOT transcription complex, subunit 6-like	100830
1418479_at	245944	10090	Vps54	VPS54 GARP complex subunit	5605
1453212_at	73729	10090	Zfp383	zinc finger protein 383	128413
1436925_at	71375	10090	Foxn3	forkhead box N3	135955
1448395_at	20377	10090	Sfrp1	secreted frizzled-related protein 1	2266
1447234_s_at	72183	10090	Snx6	sorting nexin 6	12304
1425565_at	19712	10090	Rest	RE1-silencing transcription factor	4099
1435284_at	68585	10090	Rtn4	reticulon 4	10743
1456528_x_at	17975	10090	Ncl	nucleolin	136488
1455647_at	11835	10090	Ar	androgen receptor	28
1422565_s_at	18029	10090	Nfic	nuclear factor I/C	4088
1454159_a_at	16008	10090	Igfbp2	insulin-like growth factor binding protein 2	499
1417539_at	24060	10090	Slc35a1	solute carrier family 35 (CMP-sialic acid transporter), member 1	38181
1456312_x_at	227753	10090	Gsn	gelsolin	147
1448774_at	66592	10090	Stoml2	stomatin (Epb7.2)-like 2	8389
1433552_a_at	231329	10090	Polr2b	polymerase (RNA) II (DNA directed) polypeptide B	722
1426155_a_at	107587	10090	Osr2	odd-skipped related 2	14200
1451221_at	218333	10090	Ice1	interactor of little elongation complex ELL subunit 1	18902
1430020_x_at	15382	10090	Hnrnpa1	heterogeneous nuclear ribonucleoprotein A1	134628
1430020_x_at	545091	10090	Hnrnpa1l2-ps2	heterogeneous nuclear ribonucleoprotein A1-like 2, pseudogene 2	134075
1430020_x_at	654467	10090	Gm10052	heterogeneous nuclear ribonucleoprotein A1 pseudogene	-
1430020_x_at	434858	10090	Gm5643	heterogeneous nuclear ribonucleoprotein A1 pseudogene	-
1426593_a_at	71999	10090	Fbxo22	F-box protein 22	12433
1455010_at	68949	10090	Zfas1	zinc finger, NFX1-type containing 1, antisense RNA 1	-
1416423_x_at	20823	10090	Ssb	Sjogren syndrome antigen B	2366
1420611_at	18749	10090	Prkacb	protein kinase, cAMP dependent, catalytic, beta	121718
1448747_at	67731	10090	Fbxo32	F-box protein 32	12182
1422684_a_at	20336	10090	Exoc4	exocyst complex component 4	40654
1454995_at	69219	10090	Ddah1	dimethylarginine dimethylaminohydrolase 1	8120
1426841_at	229096	10090	Ythdf3	YTH domain family 3	34991
1439789_at	13591	10090	Ebf1	early B cell factor 1	7297
1422545_at	21385	10090	Tbx2	T-box 2	38123
1460367_at	73389	10090	Hbp1	high mobility group box transcription factor 1	8171
1422660_at	100043257	10090	Rbm3-ps	RNA binding motif (RNP1, RRM) protein 3	31404
1422660_at	19652	10090	Rbm3	RNA binding motif (RNP1, RRM) protein 3	31404
1454991_at	11987	10090	Slc7a1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	20658
1425281_a_at	14605	10090	Tsc22d3	TSC22 domain family, member 3	104035
1424443_at	107769	10090	Tm6sf1	transmembrane 6 superfamily member 1	11305
1417968_a_at	17190	10090	Mbd1	methyl-CpG binding domain protein 1	8414
1415672_at	57437	10090	Golga7	golgi autoantigen, golgin subfamily a, 7	9385
1448123_s_at	21810	10090	Tgfbi	transforming growth factor, beta induced	37294
1424562_a_at	11739	10090	Slc25a4	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4	36058
1438740_at	18108	10090	Nmt2	N-myristoyltransferase 2	101539
1432411_a_at	30050	10090	Fbxw2	F-box and WD-40 domain protein 2	8131
1434767_at	217653	10090	Mis18bp1	MIS18 binding protein 1	10147
1419248_at	19735	10090	Rgs2	regulator of G-protein signaling 2	2192
1448819_at	67204	10090	Eif2s2	eukaryotic translation initiation factor 2, subunit 2 (beta)	2904
1426378_at	75705	10090	Eif4b	eukaryotic translation initiation factor 4B	83162
1435863_at	66200	10090	Commd6	COMM domain containing 6	52572
1437891_at	327826	10090	Frs2	fibroblast growth factor receptor substrate 2	4846
1422889_at	73173	10090	Pcdh18	protocadherin 18	10389
1452650_at	67525	10090	Trim62	tripartite motif-containing 62	10071
1416484_at	22129	10090	Ttc3	tetratricopeptide repeat domain 3	2487
1438627_x_at	110208	10090	Pgd	phosphogluconate dehydrogenase	68268
1417107_at	66314	10090	Tpd52l2	tumor protein D52-like 2	2469
1456471_x_at	627427	10090	Gm6756	3-phosphoglycerate dehydrogenase pseudogene	-
1456471_x_at	236539	10090	Phgdh	3-phosphoglycerate dehydrogenase	39318
1426495_at	72425	10090	Katnbl1	katanin p80 subunit B like 1	11495
1417447_at	21412	10090	Tcf21	transcription factor 21	2414
1436775_a_at	81702	10090	Ankrd17	ankyrin repeat domain 17	82403
1437527_x_at	17210	10090	Mcl1	myeloid cell leukemia sequence 1	7413
1435385_at	228911	10090	Tshz2	teashirt zinc finger family member 2	35258
1438402_at	269233	10090	Fam171a1	family with sequence similarity 171, member A1	19521
1434557_at	215114	10090	Hip1	huntingtin interacting protein 1	68463
1434613_at	69053	10090	1810013L24Rik	RIKEN cDNA 1810013L24 gene	105712
1424101_at	15388	10090	Hnrnpl	heterogeneous nuclear ribonucleoprotein L	1174
1417065_at	13653	10090	Egr1	early growth response 1	56394
1455505_at	234366	10090	Gatad2a	GATA zinc finger domain containing 2A	9766
1435389_at	194590	10090	Reps2	RALBP1 associated Eps domain containing protein 2	31255
1433561_at	78618	10090	Acap2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	8182
1424348_at	210711	10090	Mcmbp	minichromosome maintenance complex binding protein	11749
1426381_at	226169	10090	Pprc1	peroxisome proliferative activated receptor, gamma, coactivator-related 1	9006
1415838_at	56442	10090	Serinc1	serine incorporator 1	41334
1450386_at	16648	10090	Kpna3	karyopherin (importin) alpha 3	20520
1424991_s_at	22172	10090	Tyms-ps	thymidylate synthase, pseudogene	-
1424991_s_at	22171	10090	Tyms	thymidylate synthase	834
1416344_at	16784	10090	Lamp2	lysosomal-associated membrane protein 2	7809
1425995_s_at	22431	10090	Wt1	Wilms tumor 1 homolog	11536
1435348_at	20591	10090	Kdm5c	lysine (K)-specific demethylase 5C	79498
1433879_a_at	218975	10090	Mapk1ip1l	mitogen-activated protein kinase 1 interacting protein 1-like	44893
1422532_at	22591	10090	Xpc	xeroderma pigmentosum, complementation group C	3401
1425853_s_at	19116	10090	Prlr	prolactin receptor	733
1452869_at	66921	10090	Prpf38b	PRP38 pre-mRNA processing factor 38 (yeast) domain containing B	9986
1422475_a_at	20091	10090	Rps3a1	ribosomal protein S3A1	68112
1439364_a_at	17390	10090	Mmp2	matrix metallopeptidase 2	3329
1437495_at	270669	10090	Mbtps2	membrane-bound transcription factor peptidase, site 2	9287
1437495_at	100073351	10090	Yy2	Yy2 transcription factor	52599
1424515_at	-	-	-	-	-
1454822_x_at	494504	10090	Apcdd1	adenomatosis polyposis coli down-regulated 1	77420
1423347_at	20334	10090	Sec23a	SEC23 homolog A, COPII coat complex component	4642
1456748_a_at	18082	10090	Nipsnap1	nipsnap homolog 1	2695
1428922_at	66873	10090	Tril	TLR4 interactor with leucine-rich repeats	69404
1417454_at	72584	10090	Cul4b	cullin 4B	2660
1422529_s_at	12373	10090	Casq2	calsequestrin 2	20330
1435164_s_at	22200	10090	Uba3	ubiquitin-like modifier activating enzyme 3	2951
1459909_at	18032	10090	Nfix	nuclear factor I/X	1872
1428910_at	69551	10090	2310022B05Rik	RIKEN cDNA 2310022B05 gene	13120
1428551_at	73681	10090	Trmt11	tRNA methyltransferase 11	6876
1439456_x_at	70495	10090	Atp6ap2	ATPase, H+ transporting, lysosomal accessory protein 2	38097
1422045_a_at	19248	10090	Ptpn12	protein tyrosine phosphatase, non-receptor type 12	37691
1423680_at	76267	10090	Fads1	fatty acid desaturase 1	22753
1448104_at	104776	10090	Aldh6a1	aldehyde dehydrogenase family 6, subfamily A1	4082
1437465_a_at	18453	10090	P4hb	prolyl 4-hydroxylase, beta polypeptide	55495
1428142_at	104156	10090	Etv5	ets variant 5	3276
1427944_at	232560	10090	Caprin2	caprin family member 2	11393
1433897_at	103266	10090	Tmem263	transmembrane protein 263	17533
1437773_x_at	67040	10090	Ddx17	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17	101101
1418761_at	140486	10090	Igf2bp1	insulin-like growth factor 2 mRNA binding protein 1	4772
1454763_at	81702	10090	Ankrd17	ankyrin repeat domain 17	82403
1451641_at	83703	10090	Dbr1	debranching RNA lariats 1	9428
